lyrics,label
"We used to walk along the streets
When the porch lights were shining bright
Before I had somewhere to be
Back when we had all night and we were happy
I do recall a good while back, we snuck into the circus
You threw your arms around my neck, back when I deserved it
And we were happy

When it was good, baby, it was good, baby
We showed 'em all up
No one could touch the way we laughed in the dark
Talking 'bout your daddy's farm we were gonna buy someday
And we were happy

We used to watch the sun go down on the boats in the water
That's sorta how I feel right now
And goodbye's so much harder 'cause we were happy

When it was good, baby, it was good, baby
We showed 'em all up
No one could touch the way we laughed in the dark
Talking 'bout your daddy's farm we were gonna buy someday
And we were happy
We were happy
See Taylor Swift LiveGet tickets as low as $650You might also like
Oh, I hate those voices telling me I'm not in love anymore
But they don't give me choices and that's what these tears are for
'Cause we were happy
We were happy

When it was good, baby, it was good, baby
We showed 'em all up
No one could touch the way we laughed in the dark
Talking 'bout your daddy's farm
And you were gonna marry me
And we were happy
We were happy
Oh-oh-oh-oh
We were happy18Embed",1
"I said, ""Oh, my, what a marvelous tune""
It was the best night, never would forget how he moved
The whole place was dressed to the nines
And we were dancing, dancing
Like we're made of starlight
Like we're made of starlight

I met Bobby on the boardwalk, summer of '45
Picked me up, late one night out the window
We were 17 and crazy, running wild, wild
Can't remember what song it was playing when we walked in
The night we snuck into a yacht club party
Pretending to be a duchess and a prince

And I said, ""Oh, my, what a marvelous tune""
It was the best night, never would forget how he moved
The whole place was dressed to the nines
And we were dancing, dancing
Like we're made of starlight, starlight
Like we're made of starlight, starlight

He said, Look at you, worrying too much about things you can't change
You'll spend your whole life singing the blues if you keep thinking that way""
He was trying to skip rocks on the ocean, saying to me
""Don't you see the starlight, starlight?
Don't you dream impossible things?""
See Taylor Swift LiveGet tickets as low as $650You might also like
Like, ""Oh, my, what a marvelous tune""
It was the best night, never would forget how he moved
The whole place was dressed to the nines
And we were dancing, dancing
Like we're made of starlight, starlight
Like we're made of starlight, starlight

Ooh-ooh, he's talking crazy
Ooh-ooh, dancing with me
Ooh-ooh, we could get married
Have ten kids and teach 'em how to dream


Oh, my, what a marvelous tune
It was the best night, never would forget how he moved
The whole place was dressed to the nines
And we were dancing, dancing
Like we're made of starlight, starlight
Like we're made of starlight, starlight

Like we're made of starlight, starlight
Like we dream impossible dreams
Like starlight, starlight
Like we dream impossible dreams
Don't you see the starlight, starlight?
Don't you dream impossible things?26Embed",1
"What about your promises, promises?
What about your promises, promises, promises? (No)

What a shame
Didn't wanna be the one that got away, yeah
Big mistake, you broke the sweetest promise
That you never should have made

I'm here on the kitchen floor
You call, but I won't hear it
You said, ""No one else""
How could you do this, babe? (What about your promises, promises?)

You really blew this, babe
We ain't getting through this one, babe
This is the last time I'll ever call you, babe (This is the last time, this is the last time)
This is the last time I'll ever call you, babe
(What about your promises, promises, promises?)

What a waste
Takin' down the pictures and the plans we made, yeah
And it's strange how your face doesn't look so innocent
Your secret has its consequence and that's on you, babe
See Taylor Swift LiveGet tickets as low as $650You might also like
I break down every time you call
We're a wreck, you're the wrecking ball
We said, ""No one else""
How could you do this, babe? (What about your promises, promises?)

You really blew this, babe
We ain't getting through this one, babe
This is the last time I'll ever call you, babe (This is the last time, this is the last time)
This is the last time I'll ever call you

Since you admitted it, I keep picturing
Her lips on your neck, I can't unsee it
I hate that because of you, I can't love you, babe

What a shame, didn't want to be the one that got away
How could you do this, babe? (Babe)

You really blew this, babe (Babe)
We ain't getting through this one, babe (Babe)
This is the last time I'll ever call you, babe (This is the last time, this is the last time)
This is the last time I'll ever call you
I'm here on the kitchen floor, you call but I won't hear it
You said, ""No one else""
We ain't getting through this one, babe
I break down every time you call
We're a wreck, you're the wrecking ball
We said, ""No one else""
This is the last time I'll ever call you, babe (Babe)
(What about your promises, promises, promises?)29Embed",1
"Your little hand's wrapped around my finger
And it's so quiet in the world tonight
Your little eyelids flutter 'cause you're dreaming
So I tuck you in, turn on your favorite nightlight
To you, everything's funny
You got nothing to regret
I'd give all I have, honey
If you could stay like that

Oh, darling, don't you ever grow up
Don't you ever grow up, just stay this little
Oh, darling, don't you ever grow up
Don't you ever grow up, it could stay this simple
I won't let nobody hurt you
Won't let no one break your heart
And no one will desert you
Just try to never grow up
Never grow up

You're in the car on the way to the movies
And you're mortified your mom's dropping you off
At fourteen, there's just so much you can't do
And you can't wait to move out someday and call your own shots
But don't make her drop you off around the block
Remember that she's getting older, too
And don't lose the way that you dance around
In your PJs getting ready for school
See Taylor Swift LiveGet tickets as low as $650You might also like
Oh, darling, don't you ever grow up
Don't you ever grow up, just stay this little
Oh, darling, don't you ever grow up
Don't you ever grow up, it could stay this simple
No one's ever burned you
Nothing's ever left you scarred
And even though you want to
Just try to never grow up

Take pictures in your mind of your childhood room
Memorize what it sounded like when your dad gets home
Remember the footsteps, remember the words said
And all your little brother's favorite songs
I just realized everything I have is someday gonna be gone
So here I am in my new apartment
In a big city, they just dropped me off
It's so much colder than I thought it would be
So I tuck myself in and turn my nightlight on
Wish I'd never grown up
I wish I'd never grown up

Oh, I don't wanna grow up
Wish I'd never grown up, I could still be little
Oh, I don't wanna grow up
Wish I'd never grown up, it could still be simple
Oh, darling, don't you ever grow up
Don't you ever grow up, just stay this little
Oh, darling, don't you ever grow up
Don't you ever grow up, it could stay this simple
Won't let nobody hurt you
Won't let no one break your heart
And even though you want to
Please try to never grow up
Oh, oh
Don't you ever grow up
Oh (Never grow up), just never grow up24Embed",1
"It wasn't just like a movie
The rain didn't soak through my clothes, down to my skin
I'm drivin' away and I, I guess you could say
This is the last time I'll drive this way again
Lost in the gray and I try to grab at the fray
'Cause I, I still love you but I can't

Bye bye to everything I thought was on my side
Bye bye, baby
I want you bad but it's come down to nothing
And all I have is your sympathy
'Cause you took me home but you just couldn't keep me
Bye bye, baby
Bye bye, baby

The picture frame is empty
On the dresser, vacant just like me
I see your writing on the dash
Then back to your hesitation
I was so sure of everything
Everything I thought we'd always have
Guess I never doubted it
Then the here and the now floods in
Feels like I'm becoming a part of your past
See Taylor Swift LiveGet tickets as low as $650You might also like
Bye bye to everything I thought was on my side
Bye bye, baby
I want you bad but it's come down to nothing
And all I have is your sympathy
'Cause you took me home but you just couldn't keep me
Bye bye, baby

And there's so much that I can't touch
You're all I want but it's not enough this time
And all the pages are just slipping through my hands
And I'm so scared of how this ends

Bye bye to everything I thought was on my side
Bye bye, baby
I want you bad but it's come down to nothing
And all I have is your sympathy
'Cause you took me home but you just couldn't keep me

Bye bye to everything I thought was on my side
Bye bye, baby
I want you bad but it's come down to nothing
And all I have is your sympathy
'Cause you took me home but you just couldn't keep me
Oh, you took me home, I thought you were gonna keep me
Bye bye, baby
Bye bye, baby10Embed",1
"I am not the kind of girl
Who should be rudely bargin' in on a white veil occasion
But you are not the kind of boy
Who should be marrying the wrong girl
I sneak in and see your friends
And her snotty little family all dressed in pastel
And she is yelling at a bridesmaid
Somewhere back inside a room
Wearin' a gown shaped like a pastry

This is surely not what you thought it would be
I lose myself in a daydream
Where I stand and say

Don't say yes, run away now
I'll meet you when you're out
Of the church, at the back door
Don't wait or say a single vow
You need to hear me out
And they said, ""Speak now""

Fond gestures are exchanged
And the organ starts to play a song that sounds like a death march
And I am hiding in the curtains
It seems that I was uninvited by your lovely bride-to-be
See Taylor Swift LiveGet tickets as low as $650You might also like
She floats down the aisle like a pageant queen
But I know you wish it was me
You wish it was me, don't you?

Don't say yes, run away now
I'll meet you when you're out
Of the church, at the back door
Don't wait or say a single vow
You need to hear me out
And they said, ""Speak now""
Don't say yes, run away now (Run away now)
I'll meet you when you're out
Of the church, at the back door
Don't wait or say a single vow (Say a single vow)
Your time is running out
And they said, ""Speak now""

Ooh (Run away now), la
Ooh (Say a single vow), ooh

I hear the preacher say
""Speak now or forever hold your peace""
There's the silence, there's my last chance
I stand up with shaky hands, all eyes on me
Horrified looks from everyone in the room
But I'm only lookin' at you
I am not the kind of girl
Who should be rudely bargin' in on a white veil occasion
But you are not the kind of boy
Who should be marrying the wrong girl, haha

So, don't say yes, run away now
I'll meet you when you're out
Of the church, at the back door
Don't wait or say a single vow
You need to hear me out
They said, ""Speak now""
And you say, ""Let's run away now (Run away now)
I'll meet you when I'm out
Of my tux, at the back door
Baby, I didn't say my vows (Say a single vow)
So glad you were around
When they said, 'Speak now'""41Embed",1
"Follow me home if you dare to
I wouldn't know where to lead you
Should I takechanceswhen no onetook chances on me?
So I watchfrom the dark, wait for my life to start
With no beauty in my memory

All that I wanted was to be wanted
Too young to wander London streets, alone and haunted
Born into nothing
At least you have something, something to cling to
Visions of dazzling rooms I'll never get let into
And the memories were lost long ago
But at least you have beautiful ghosts

Perilous night, their voices calling
A flicker of light before the dawning
Out here, the wild ones are taming the fear within me
Scared to call them my friends and be broken again
Is this hope just a mystical dream?

All that I wanted was to be wanted
Too young to wander London streets, alone and haunted
Born into nothing
At least you have something, something to cling to
Visions of dazzling rooms I'll never get let into
And the memories were lost long ago
But at least you have beautiful ghosts
See Taylor Swift LiveGet tickets as low as $650You might also like
And so maybe my home isn't what I had known
What I thought it would be
But I feel so alive with these phantoms of night
And I know that this life isn't safe, but it's wild and it's free

All that I wanted was to be wanted
I'll never wander London streets, alone and haunted
Born into nothing
With them, I have something, something to cling to
I never knew I'd love this world they've let me into
And the memories were lost long ago
So I'll dance with these beautiful ghosts
And the memories were lost long ago
So I'll dance with these beautiful ghosts12Embed",1
"Once upon a time
I believe it was a Tuesday when I caught your eye
And we caught onto something
I hold onto the night
You looked me in the eye and told me you loved me
Were you just kidding?
'Cause it seems to me
This thing is breaking down, we almost never speak
I don't feel welcome anymore
Baby, what happened? Please, tell me
'Cause one second, it was perfect
Now you're halfway out the door

And I stare at the phone, he still hasn't called
And then you feel so low you can't feel nothing at all
And you flashback to when he said, ""Forever and always""
Oh, and it rains in your bedroom
Everything is wrong
It rains when you're here and it rains when you're gone
'Cause I was there when you said, ""Forever and always""

Was I out of line?
Did I say something way too honest, made you run and hide
Like a scared little boy?
I looked into your eyes
Thought I knew you for a minute, now I'm not so sure
So here's to everything coming down to nothing
Here's to silence that cuts me to the core
Where is this going?
Thought I knew for a minute, but I don't anymore
See Taylor Swift LiveGet tickets as low as $650You might also like
And I stare at the phone, he still hasn't called
And then you feel so low you can't feel nothing at all
And you flashback to when he said, ""Forever and always""
Oh, and it rains in your bedroom
Everything is wrong
It rains when you're here and it rains when you're gone
'Cause I was there when you said, ""Forever and always""
You didn't mean it, baby, I don't think so

Oh, back up, baby, back up
Did you forget everything?
Back up, baby, back up
Did you forget everything?

'Cause it rains in your bedroom
Everything is wrong
It rains when you're here and it rains when you're gone
'Cause I was there when you said, ""Forever and always""
Oh, I stare at the phone, he still hasn't called
And then you feel so low you can't feel nothing at all
And you flashback to when we said, ""Forever and always""
And it rains in your bedroom
Everything is wrong
It rains when you're here and it rains when you're gone
'Cause I was there when you said, ""Forever and always""
You didn't mean it, baby
You said, ""Forever and always"", yeah14Embed",1
"I'm pretty sure we almost broke up last night
I threw my phone across the room, at you
I was expecting some dramatic turn away
But you stayed
This morning, I said we should talk about it
'Cause I read you should never leave a fight unresolved
That's when you came in wearing a football helmet
And said, ""Okay, let's talk""
And I said

Stay, stay, stay
I've been loving you for quite some time, time, time
You think that it's funny when I'm mad, mad, mad
But I think that it's best if we both stay

Before you, I'd only dated self-indulgent takers
Who took all of their problems out on me
But you carry my groceries and now, I'm always laughing
And I love you because you have given me
No choice but to

Stay, stay, stay
I've been loving you for quite some time, time, time
You think that it's funny when I'm mad, mad, mad
But I think that it's best if we both stay, stay, stay, stay
See Taylor Swift LiveGet tickets as low as $650You might also like
You took the time to memorize me
My fears, my hopes, and dreams
I just like hanging out with you all the time
All those times that you didn't leave, it's been occurring to me
I'd like to hang out with you for my whole life

Stay and I'll be loving you for quite some time
No one else is gonna love me when I get mad, mad, mad
So I think that it's best if we both stay, stay
Stay, stay, stay, stay!

Stay, stay, stay
I've been loving you for quite some time, time, time
You think that it's funny when I'm mad, mad, mad
But I think that it's best if we both stay, stay
Stay, stay, stay, stay!

Stay, stay, stay
I've been loving you for quite some time, time, time
You think that it's funny when I'm mad, mad, mad
But I think that it's best if we both stay
(Ha-ha-ha, it's so fun)14Embed",1
"My winter nights are taken up by static
Stress and holiday shopping traffic
But I close myeyesand I'm somewhereelse
Just like magic

In my heart isa Christmas tree farm
Where the people would come
To dance under sparkling lights
Bundled up in their mittens and coats
And the cider would flow
And I just wanna be there tonight

Sweet dreams of holly and ribbon
Mistakes are forgiven
And everythin' is icy and blue
And you would be there too

Under the mistletoe
Watchin' the fire glow
And tellin' me, ""I love you""
Just bein' in your arms
Takes me back to that little farm
Where every wish comes true
See Taylor Swift LiveGet tickets as low as $650You might also like
In my heart is a Christmas tree farm
There's a light in the barn
We run inside out from the cold
In the town, kids are dreamin' of sleighs
And they're warm and they're safe
They wake to see a blanket of snow

Sweet dreams of holly and ribbon
Mistakes are forgiven
And everythin' is icy and blue
And you would be there too

Under the mistletoe
Watchin' the fire glow
And tellin' me, ""I love you""
Just bein' in your arms
Takes me back to that little farm
Where every wish comes true
Baby, yeah

And when I'm feelin' alone
You remind me of home
Oh, baby, baby, Merry Christmas
And when the world isn't fair
I pretend that we're there
Baby, baby, Merry Christmas (To you)
Under the mistletoe (To you)
Watching the fire glow
And tellin' me, ""I love you""

Oh, baby, baby, Merry Christmas
Oh, baby, baby, Merry Christmas (Darling)
Oh, baby, baby, Merry Christmas
I love you
Oh, baby, baby, Merry Christmas
Oh, baby, baby, Merry Christmas (I just want you to know)
Oh, baby, baby, Merry Christmas
Where every wish comes true
I love you16Embed",1
"I see your face in my mind as I drive away
'Cause none of us thought it was gonna end that way
People are people and sometimes, we change our minds
But it's killing me to see you go after all this time

Music starts playing like the end of a sad movie
It's the kind of ending you don't really wanna see
'Cause it's tragedy and it'll only bring you down
Now, I don't know what to be without you around

And we know it's never simple, never easy
Never a clean break, no one here to save me
You're the only thing I know like the back of my hand

And I can't breathe without you, but I have to
Breathe without you, but I have to

Never wanted this, never wanna see you hurt
Every little bump in the road, I tried to swerve
But people are people and sometimes, it doesn't work out
Nothing we say is gonna save us from the fall out
See Taylor Swift LiveGet tickets as low as $650You might also like
And we know it's never simple, never easy
Never a clean break, no one here to save me
You're the only thing I know like the back of my hand

And I can't breathe without you, but I have to
Breathe without you but I have to

It's 2 A.M, feeling like I just lost a friend
Hope you know it's not easy, easy for me
It's 2 A.M, feeling like I just lost a friend
Hope you know this ain't easy, easy for me

And we know it's never simple, never easy
Never a clean break, no one here to save me, oh-oh

I can't breathe without you, but I have to
Breathe without you, but I have to
Breathe without you, but I have to

I'm sorry, I'm sorry (Mmm)
I'm sorry, (Yeah, yeah) I'm sorry
I'm sorry, I'm sorry
I'm sorry18Embed",1
"I remember you bare feet, down the hallway
I remember your little laugh
Race cars on the kitchen floor, plastic dinosaurs
I love you to the moon and back
I remember your blue eyes looking into mine
Like we had our own secret club
I remember you dancing before bed time
Then jumping on me waking me up
I can still feel you hold my hand, little man
And even the moment I knew
You fought it hard like an army guy
Remember I leaned in and whispered to you

""Come on, baby, with me
We're going to fly away from here
You were my best four years""

I remember the drive home
When the blind hope turned to crying and screaming, ""Why?""
Flowers pile up in the worst way, no one knows what to say
About a beautiful boy who died
And it's about to be Halloween
You could be anything you wanted, if you were still here
I remember the last day, when I kissed your face
And whispered in your ear
See Taylor Swift LiveGet tickets as low as $650You might also like
""Come on, baby, with me
We're going to fly away from here
Out of this curtained room and this hospital grey
We'll just disappear
Come on, baby, with me
We're going to fly away from here
You were my best four years""

What if I'm standing in your closet trying to talk to you?
And what if I kept the hand-me-downs you won't grow into?
And what if I really thought some miracle would see us through?
What if the miracle was even getting one moment with you?

Come on, baby, with me
We're going to fly away from here
Come on, baby, with me
We're going to fly away from here
You were my best four years

I remember you bare feet, down the hallway
I love you to the moon and back18Embed",1
"I'm five years old, it's getting cold, I've got my big coat on
I hear your laugh and look up smiling at you, I run and run
Past the pumpkin patch and the tractor rides
Look now, the sky is gold
I hug your legs and fall asleep on the way home

I don't know why all the trees change in the fall
But I know you're not scared of anything at all
Don't know if Snow White's house is near or far away
But I know I had the best day with you today

I'm thirteen now
And don't know how my friends could be so mean
I come home crying and you hold me tight and grab the keys
And we drive and drive until we found a town far enough away
And we talk and window shop 'til I've forgotten all their names

I don't know who I'm going to talk to now at school
But I know I'm laughing on the car ride home with you
Don't know how long it's going to take to feel okay
But I know I had the best day with you today
See Taylor Swift LiveGet tickets as low as $650You might also like
I have an excellent father, his strength is making me stronger
God smiles on my little brother, inside and out
He's better than I am
I grew up in a pretty house and I had space to run
And I had the best days with you

There is a video I found from back when I was three
You set up a paint set in the kitchen and you're talking to me
It's the age of princesses and pirate ships and the seven dwarfs
And Daddy's smart
And you're the prettiest lady in the whole wide world

And now I know why all the trees change in the fall
I know you were on my side even when I was wrong
And I love you for giving me your eyes
For staying back and watching me shine
And I didn't know if you knew, so I'm taking this chance to say
That I had the best day with you today17Embed",1
"Last night, I heard my own heart beating
Sounded like footsteps on my stairs
Six months gone and I'm still reaching
Even though I know you're not there
I was playing back a thousand memories, baby
Thinking 'bout everything we've been through
Maybe I've been going back too much lately
When time stood still and I had you

Come back, come back, come back to me like
You would, you would if this was a movie
Stand in the rain outside 'til I came out
Come back, come back, come back to me like
You could, you could if you just said you're sorry
I know that we could work it out somehow
But if this was a movie, you'd be here by now

I know people change and these things happen
But I remember how it was back then
Wrapped up in your arms and our friends were laughin'
'Cause nothing like this ever happened to them
Now I'm pacing down the hall, chasing down your street
Flashback to the night when you said to me
That nothing's gonna change, not for me and you
Back before I knew how much I had to lose
See Taylor Swift LiveGet tickets as low as $650You might also like
Come back, come back, come back to me like
You would, you would if this was a movie
Stand in the rain outside 'til I came out
Come back, come back, come back to me like
You could, you could if you just said you're sorry
I know that we could work it out somehow
But if this was a movie, you'd be here by now

If you're out there, if you're somewhere, if you're moving on
I've been waiting for you ever since you've been gone
I just want it back the way it was before
And I just wanna see you back at my front door

And I say, ""Come back, come back, come back to me like
You would before you said it's not that easy
Before the fight, before I locked you out
But I take it all back now""

Come back, come back, come back to me like
You would, you would if this was a movie
Stand in the rain outside 'til I came out
Come back, come back, come back to me like
You could, you could if you just said you're sorry
I know that we could work it out somehow
But if this was a movie, you'd be here by now
You'd be here by now
It's not the kind of ending you wanna see now
Baby, what about the ending?
Oh, I thought you'd be here by now
Oh, oh, oh, oh, oh, oh
Thought you'd be here by now22Embed",1
"Mmm-mm, mm-mm
Mmm-mm, mm-mm
Mmm-mm, mm-mm, yeah

Hey, Stephen, I know looks can be deceiving
But I know I saw a light in you
And as we walked, we were talking
I didn't say half the things I wanted to
Of all the girls tossing rocks at your window
I'll be the one waiting there even when it's cold
Hey, Stephen, boy, you might have me believing
I don't always have to be alone

'Cause I can't help it if you look like an angel
Can't help it if I wanna kiss you in the rain so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself

Hey, Stephen, I've been holding back this feeling
So I got some things to say to you, ha
I've seen it all, so I thought
But I never seen nobody shine the way you do
The way you walk, way you talk, way you say my name
It's beautiful, wonderful, don't you ever change
Hey, Stephen, why are people always leaving?
I think you and I should stay the same
See Taylor Swift LiveGet tickets as low as $650You might also like
'Cause I can't help it if you look like an angel
Can't help it if I wanna kiss you in the rain so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself

They're dimming the street lights, you're perfect for me
Why aren't you here tonight?
I'm waiting alone now, so come on and come out
And pull me near and shine, shine, shine

Hey, Stephen, I could give you fifty reasons
Why I should be the one you choose
All those other girls, well, they're beautiful
But would they write a song for you? (Ha-ha)

I can't help it if you look like an angel
Can't help it if I wanna kiss you in the rain so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself
If you look like an angel
Can't help it if I wanna kiss you in the rain so
Come feel this magic I've been feeling since I met you
Can't help it if there's no one else
Mmm, I can't help myself
Myself
Can't help myself
I can't help myself37Embed",1
"It's strange to think the songs we used to sing
The smiles, the flowers, everything is gone
Yesterday, I found out about you
Even now, just lookin' at you feels wrong

You say that you'd take it all back
Given one chance
It was a moment of weakness
And you said yes

You should've said no, you should've gone home
You should've thought twice 'fore you let it all go
You should've known that word
'Bout what you did with her'd get back to me (Get back to me)
And I should've been there, in the back of your mind
I shouldn't be asking myself why
You shouldn't be begging for forgiveness at my feet
You should've said no
Baby, and you might still have me

You can see that I've been cryin'
And baby, you know all the right things to say
But do you honestly expect me to believe
We could ever be the same?
See Taylor Swift LiveGet tickets as low as $650You might also like
You say that the past is the past
You need one chance
It was a moment of weakness
And you said yes

You should've said no, you should've gone home
You should've thought twice 'fore you let it all go
You should've known that word
'Bout what you did with herd get back to me (Get back to me)
And I should've been there, in the back of your mind
I shouldn't be asking myself why
You shouldn't be begging for forgiveness at my feet
You should've said no
Baby, and you might still have me
Oh, oh

I can't resist
Before you go, tell me this
Was it worth it?
Was she worth this?
No, no
No, no, no, no
You should've said no, you should've gone home
You should've thought twice 'fore you let it all go
You should've known that word
'Bout what you did with herd get back to me (Get back to me)
And I should've been there, in the back of your mind
I shouldn't be asking myself why
You shouldn't be begging for forgiveness at my feet
You should've said no
Baby, and you might still have me29Embed",1
"You have a way of coming easily to me
And when you take, you take the very best of me
So I start a fight 'cause I need to feel something
And you do what you want 'cause I'm not what you wanted

Oh, what a shame, what a rainy ending given to a perfect day
Just walk away, ain't no use defending words that you will never say
And now that I'm sitting here thinking it through
I've never been anywhere cold as you

You put up walls and paint them all a shade of gray
And I stood there loving you and wished them all away
And you come away with a great little story
Of a mess of a dreamer with the nerve to adore you

Oh, what a shame, what a rainy ending given to a perfect day
So just walk away, ain't no use defending words that you will never say
And now that I'm sitting here thinking it through
I've never been anywhere cold as you

You never did give a damn thing, honey, but I cried, cried for you
And I know you wouldn't have told nobody if I died, died for you
(Died for you)
See Taylor Swift LiveGet tickets as low as $650You might also like
Oh, what a shame, what a rainy ending given to a perfect day
Every smile you fake is so condescending
Counting all the scars you made
And now that I'm sitting here thinking it through
I've never been anywhere cold as you
Ooh18Embed",1
"The first shot's fired, everybody's gathered around
You're looking at me like I tried to take you down
No, no, that's not what happened at all
There's no sound, I'm waiting on your next move
A showdown and I know where to hit you
But no, no, it's not how I wanted this to go down

Now we're standing in the ring
And you make the first swing
And now we're fighting dirty
Won't somebody come say, ""Break it up""?
And I used to be on your side
Now it's looking like we're going to battle
And why you taking shots at me like
Somebody's gonna give you a medal?
And I never wanna hurt you
But I'm tired of taking all these blows
And so I'd rather be on your side
But if you wanna fight
Baby, let's go, oh, oh
Let's go, oh, oh
See Taylor Swift LiveGet tickets as low as $650You might also like
So gloves off, if this is how you want it
We had it all, but you couldn't keep a promise
No, no, I'm not the one who tore us apart
Let me remind you for a minute why we're not fine
Is she here? Is she standing on the sidelines?
Oh, oh, can't you tell this is breaking my heart?

Now we're standing in the ring
And you make the first swing
And now I'm fighting dirty
But I ain't going down til they break it up

And I used to be on your side
Now it's looking like we're going to battle
And why you taking shots at me like
Somebody's gonna give you a medal?
And I never wanna hurt you
But I'm tired of taking all these blows
And so I'd rather be on your side
But if you wanna fight
Let's go, oh, oh
Let's go, oh, oh
Now we're standing in the ring
Breaking everything that we've been building up so long
And I don't wanna do this, break it up
But you're not who I thought you were
And this is looking more like a war
Looks like we're going to war

And I used to be on your side
Now it's looking like we're going to battle
And I'm trying not to break down crying
No one's gonna give you a medal
And I never wanna hurt you
But I'm tired of taking all these blows
And so I'd rather be on your side
I'd rather be on your side
But if you wanna fight
Baby, let's go, oh, oh
Looks like we're going to war
Oh, oh

The first shot's fired, everybody's gathered around
You're looking at me like I tried to take you down
No, no, but if you wanna fight, baby, let's go4Embed",1
"Don't look at me, you got a girl at home
And everybody knows that, everybody knows that, ah-ah
Don't look at me, you got a girl at home
And everybody knows that

I don't even know her
But I feel a responsibility
To do what's upstanding and right
It's kinda like a code, yeah
And you've been getting closer and closer
And crossing so many lines

And it would be a fine proposition
If I was a stupid girl
But, honey, I am no one's exception
This, I have previously learned

So don't look at me, you got a girl at home
And everybody knows that, everybody knows that, ah-ah
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that
I see you turn off your phone
And now you've got me alone, and I say
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that
See Taylor Swift LiveGet tickets as low as $650You might also like
I just want to make sure
You understand perfectly
You're the kind of man who makes me sad
While she waits up
You chase down the newest thing
And take for granted what you have

And it would be a fine proposition
If I was a stupid girl
And, yeah, I might go with it
If I hadn't once been just like her

So don't look at me, you got a girl at home
And everybody knows that, everybody knows that, ah-ah
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that
I see you turn off your phone
And now you've got me alone, and I say
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that

Oh-oh-oh, oh-oh-oh
Oh-oh-oh, oh-oh-oh
Call a cab, lose my number
You're about to lose your girl
Call a cab, lose my number
Let's consider this lesson learned

Don't look at me, you got a girl at home
And everybody knows that, everybody knows that, ah-ah
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that
Want to see you pick up your phone
And tell her you're coming home
Don't look at me, you got a girl at home
And everybody knows that, everybody knows that

Don't look at me, you got a girl at home
And everybody knows that, everybody knows that
It would be a fine proposition
If I hadn't once been just like her17Embed",1
"She said I was seven and you were nine
I looked at you like the stars that shined
In the sky, the pretty lights
And our daddies used to joke about the two of us
Growing up and falling in love
And our mamas smiled and rolled their eyes
And said, ""Oh, my, my, my""

Take me back to the house in the backyard tree
Said you'd beat me up, you were bigger than me
You never did, you never did
Take me back when our world was one block wide
I dared you to kiss me and ran when you tried
Just two kids, you and I
Oh, my, my, my, my

Well, I was sixteen when suddenly
I wasn't that little girl you used to see
But your eyes still shined like pretty lights
And our daddies used to joke about the two of us
They never believed we'd really fall in love
And our mamas smiled and rolled their eyes
And said, ""Oh, my, my, my""
See Taylor Swift LiveGet tickets as low as $650You might also like
Take me back to the creek beds we turned up
2 a.m. riding in your truck
And all I need is you next to me
Take me back to the time we had our very first fight
The slamming of doors 'stead of kissing goodnight
You stayed outside 'til the morning light
Oh, my, my, my, my

A few years had gone and come around
We were sitting at our favorite spot in town
And you looked at me, got down on one knee

Take me back to the time when we walked down the aisle
Our whole town came and our mamas cried
You said, ""I do,"" and I did, too
Take me home where we met so many years before
We'll rock our babies on that very front porch
After all this time, you and I

And I'll be eighty-seven, you'll be eighty-nine
I'll still look at you like the stars that shine
In the sky, oh, my, my, my15Embed",1
"All this time I was wasting hoping you would come around
I've been giving out chances every time and all you do is let me down
And it's taken me this long, baby, but I've figured you out
And you're thinking we'll be fine again, but not this time around

You don't have to call anymore
I won't pick up the phone
This is the last straw
Don't wanna hurt anymore
And you can tell me that you're sorry
But I don't believe you, baby, like I did before
You're not sorry (No, no, no, no)

You're looking so innocent, I might believe you if I didn't know
Could've loved you all my life if you hadn't left me waiting in the cold
And you've got your share of secrets
And I'm tired of being last to know, oh
And now you're asking me to listen 'cause it's worked each time before

But you don't have to call anymore
I won't pick up the phone
This is the last straw
Don't wanna hurt anymore
And you can tell me that you're sorry
But I don't believe you, baby, like I did before
You're not sorry (No, no, no, no)
You're not sorry (No, no, no, no)
See Taylor Swift LiveGet tickets as low as $650You might also like
You had me crawling for you, honey, and it never would've gone away, no
You used to shine so bright, but I watched all of it fade

So you don't have to call anymore
I won't pick up the phone
This is the last straw
There's nothing left to beg for
And you can tell me that you're sorry
But I don't believe you, baby, like I did before
You're not sorry (No, no, no, no)
You're not sorry (No, no, no, no)
(No, no, no, no, no, no, no, no, no, no, no, no)
Woah, oh, oh-oh, oh-oh-oh
(Oh, oh, oh, no, no, no, no, no, no)20Embed",1
